sym,dir,entry_time,exit_time,entry,exit,shares,gross,costs,net,bars,rvol,r_mult,reason
SLB,long,2026-01-05 09:38:00-05:00,2026-01-05 09:38:00-05:00,43.8,43.681134615384615,113,-13.43178846153824,4.83232923628077,-18.26411769781901,1,0.0,-0.9999999999999823,stop_loss
BA,long,2026-01-05 09:39:00-05:00,2026-01-05 09:39:00-05:00,229.75,229.15,21,-12.59999999999988,4.12963782,-16.72963781999988,1,0.0,-1.3271332390728308,stop_loss
HOOD,long,2026-01-05 09:42:00-05:00,2026-01-05 09:42:00-05:00,119.28,118.76987538461539,41,-20.91510923076909,4.188959204271077,-25.10406843504017,1,0.0,-0.9999999999999926,stop_loss
RIVN,short,2026-01-05 09:35:00-05:00,2026-01-05 09:43:00-05:00,19.33,19.454114615384615,258,-32.0215707692311,10.683831183667385,-42.705401952898484,9,0.0,-1.0000000000000102,stop_loss
GM,short,2026-01-05 09:43:00-05:00,2026-01-05 09:46:00-05:00,80.18,80.31769230769231,62,-8.536923076922903,4.277560591692309,-12.814483668615212,4,0.0,-0.9999999999999785,stop_loss
COST,long,2026-01-05 09:47:00-05:00,2026-01-05 09:49:00-05:00,873.385,872.2104615384616,5,-5.872692307692091,3.7354886922307697,-9.60818099992286,3,0.0,-0.9999999999999613,stop_loss
QCOM,long,2026-01-05 09:49:00-05:00,2026-01-05 09:49:00-05:00,176.97,176.49,28,-13.439999999999714,4.243181264,-17.683181263999714,1,0.0,-1.49446043751284,stop_loss
MRNA,long,2026-01-05 09:44:00-05:00,2026-01-05 10:00:00-05:00,32.33,32.161873846153846,153,-25.723301538461364,6.445105736217231,-32.16840727467859,17,0.0,-0.9999999999999934,stop_loss
MU,short,2026-01-05 09:35:00-05:00,2026-01-05 10:25:00-05:00,316.61,318.18388384615383,15,-23.60825769230729,4.0784523526407686,-27.68671004494806,51,0.0,-0.9999999999999832,stop_loss
XOM,long,2026-01-05 14:33:00-05:00,2026-01-05 14:37:00-05:00,125.91,125.70575846153845,39,-7.965420000000265,4.210955637323999,-12.176375637324263,5,0.0,-1.0000000000000326,stop_loss
WMT,long,2026-01-05 11:43:00-05:00,2026-01-05 15:00:00-05:00,113.425,113.27933538461538,43,-6.263578461538572,4.184592931134153,-10.448171392672727,198,0.0,-1.000000000000017,stop_loss
